user,card,year,month,day,time,amount,use_chip,card_number,merchant_city,merchant_state,zip,mcc,errors,is_fraud
0,0,2002,9,25,6:36,$39.38 ,Swipe Transaction,4.47749E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,9,25,13:01,$55.76 ,Swipe Transaction,5.39541E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,9,25,13:10,$100.00 ,Swipe Transaction,5.99802E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,9,25,13:14,($100.00),Swipe Transaction,4.27231E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,9,26,6:25,$93.37 ,Swipe Transaction,5.92576E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,9,27,6:21,$199.71 ,Swipe Transaction,4.63954E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,9,27,8:01,$23.18 ,Swipe Transaction,3.71625E+14,La Verne,CA,91750,5411,NULL,No
0,0,2002,9,27,9:42,$57.64 ,Swipe Transaction,6.66963E+15,La Verne,CA,91750,7538,NULL,No
0,0,2002,9,28,5:36,$78.46 ,Swipe Transaction,5.55491E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,9,28,6:23,$141.70 ,Swipe Transaction,5.0428E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,9,28,9:32,$55.41 ,Swipe Transaction,4.92032E+15,La Verne,CA,91750,7538,NULL,No
0,0,2002,9,28,13:13,$153.36 ,Swipe Transaction,4.37257E+15,La Verne,CA,91750,4900,NULL,No
0,0,2002,9,29,6:06,$119.61 ,Swipe Transaction,4.76439E+15,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,29,6:22,$120.25 ,Swipe Transaction,6.15126E+15,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,29,6:33,$40.58 ,Swipe Transaction,5.31401E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,9,29,20:15,$165.96 ,Swipe Transaction,5.15858E+15,Mira Loma,CA,91752,4814,NULL,No
0,0,2002,9,30,6:21,$127.32 ,Online Transaction,5.30443E+15,ONLINE,NULL,NULL,5311,NULL,No
0,0,2002,9,30,6:57,$38.13 ,Swipe Transaction,4.87442E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,9,30,12:52,$11.30 ,Swipe Transaction,4.1266E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,9,30,20:07,$80.05 ,Swipe Transaction,5.53887E+15,La Verne,CA,91750,5814,NULL,No
0,0,2002,10,1,6:15,$119.73 ,Swipe Transaction,5.5033E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,1,6:56,$30.90 ,Swipe Transaction,5.78788E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,10,1,11:34,$34.89 ,Swipe Transaction,5.40713E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,10,2,6:17,$139.34 ,Swipe Transaction,4.66857E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,3,5:59,$46.46 ,Swipe Transaction,5.38634E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,10,3,6:12,$102.74 ,Swipe Transaction,5.27239E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,10,3,6:50,$36.44 ,Swipe Transaction,4.38851E+15,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,10,4,6:20,$114.87 ,Swipe Transaction,4.76439E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,10,5,9:34,$53.13 ,Swipe Transaction,5.86886E+15,La Verne,CA,91750,7538,NULL,No
0,0,2002,10,5,10:38,$16.87 ,Swipe Transaction,5.44679E+15,La Verne,CA,91750,7210,NULL,No
0,0,2002,10,6,6:14,$139.39 ,Online Transaction,4.24655E+15,ONLINE,NULL,NULL,5311,NULL,No
0,0,2002,10,7,6:24,$133.96 ,Swipe Transaction,4.57312E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,10,8,6:24,$100.00 ,Swipe Transaction,5.03314E+15,Mira Loma,CA,91752,4829,NULL,No
0,0,2002,10,8,6:26,$154.70 ,Swipe Transaction,5.21518E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,8,8:24,$27.22 ,Swipe Transaction,5.7684E+15,La Verne,CA,91750,5193,NULL,No
0,0,2002,10,9,6:10,$118.25 ,Swipe Transaction,4.40009E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,9,6:44,$31.01 ,Swipe Transaction,3.72726E+14,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,10,9,8:16,$53.09 ,Online Transaction,5.92576E+15,ONLINE,NULL,NULL,5193,NULL,No
0,0,2002,10,10,6:24,$142.06 ,Swipe Transaction,5.16835E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,11,5:52,$172.67 ,Swipe Transaction,5.81815E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,11,6:08,$159.46 ,Swipe Transaction,4.52598E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,10,11,6:57,$37.69 ,Swipe Transaction,4.69221E+15,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,10,11,20:00,$87.47 ,Swipe Transaction,4.39761E+15,La Verne,CA,91750,5814,NULL,No
0,0,2002,10,12,6:29,$168.96 ,Swipe Transaction,6.73754E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,10,13,6:21,$135.41 ,Swipe Transaction,5.05653E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,10,13,6:33,$30.00 ,Swipe Transaction,6.20374E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,13,13:00,$58.62 ,Swipe Transaction,4.47082E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,13,13:15,($99.00),Swipe Transaction,4.98637E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,13,13:17,$99.00 ,Swipe Transaction,4.64606E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,14,6:12,$100.75 ,Swipe Transaction,4.86899E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,14,6:12,"$1,049.82 ",Swipe Transaction,6.51352E+15,San Diego,CA,92123,3058,NULL,No
0,0,2002,10,14,18:58,$207.00 ,Swipe Transaction,5.72085E+15,Tilden,NE,68781,3395,NULL,No
0,0,2002,10,15,6:03,$99.09 ,Swipe Transaction,4.41557E+15,Lincoln,NE,68521,5912,NULL,No
0,0,2002,10,15,13:11,($88.00),Swipe Transaction,3.3975E+14,Lincoln,NE,68521,5541,NULL,No
0,0,2002,10,15,13:17,$88.00 ,Swipe Transaction,5.8542E+15,Lincoln,NE,68521,5541,NULL,No
0,0,2002,10,15,13:21,$55.30 ,Swipe Transaction,5.99551E+15,Lincoln,NE,68521,5541,NULL,No
0,0,2002,10,15,16:49,$93.02 ,Swipe Transaction,4.00982E+15,Lincoln,NE,68521,5651,NULL,No
0,0,2002,10,16,11:47,$142.68 ,Swipe Transaction,5.5455E+15,Tilden,NE,68781,3395,NULL,No
0,0,2002,10,16,11:54,($207.00),Swipe Transaction,5.43938E+15,Tilden,NE,68781,3395,NULL,No
0,0,2002,10,16,14:09,$3.65 ,Swipe Transaction,3.5752E+14,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,10,16,20:01,$521.24 ,Swipe Transaction,4.95665E+15,La Verne,CA,91750,6300,NULL,No
0,0,2002,10,17,6:09,$114.05 ,Swipe Transaction,5.92999E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,10,18,6:12,$91.10 ,Swipe Transaction,5.29781E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,10,18,11:32,$1.84 ,Swipe Transaction,5.68333E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,19,6:29,$130.22 ,Swipe Transaction,5.11506E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,10,19,6:47,$24.02 ,Swipe Transaction,4.11927E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,20,6:46,$41.02 ,Swipe Transaction,4.86899E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,21,6:47,$43.69 ,Swipe Transaction,5.17454E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,21,12:31,$49.08 ,Swipe Transaction,5.83127E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,21,12:39,($57.00),Swipe Transaction,4.75954E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,21,12:52,$57.00 ,Swipe Transaction,4.20868E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,22,6:07,$164.49 ,Swipe Transaction,5.5579E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,10,23,6:00,$201.62 ,Swipe Transaction,4.24198E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,10,23,9:32,$17.82 ,Swipe Transaction,5.88232E+15,La Verne,CA,91750,7538,NULL,No
0,0,2002,10,24,6:19,$118.96 ,Swipe Transaction,5.37786E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,24,13:04,$66.00 ,Swipe Transaction,5.58443E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,24,13:23,$62.01 ,Swipe Transaction,5.28106E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,24,13:26,($66.00),Swipe Transaction,5.21797E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,25,6:06,$39.12 ,Swipe Transaction,4.77146E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,10,25,6:14,$148.58 ,Swipe Transaction,4.45477E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,10,25,13:48,$35.82 ,Swipe Transaction,5.41138E+15,Diamond Bar,CA,91765,5719,NULL,No
0,0,2002,10,25,20:10,$73.35 ,Swipe Transaction,4.7701E+15,La Verne,CA,91750,5814,NULL,No
0,0,2002,10,26,6:05,$119.43 ,Swipe Transaction,4.74455E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,26,6:55,$38.42 ,Swipe Transaction,4.23969E+15,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,10,26,22:13,$216.47 ,Swipe Transaction,4.22474E+15,La Verne,CA,91750,8043,NULL,No
0,0,2002,10,27,6:04,$131.02 ,Swipe Transaction,4.65117E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,27,6:40,$37.06 ,Swipe Transaction,5.05018E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,28,6:17,$156.93 ,Swipe Transaction,5.48834E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,10,28,11:41,$2.30 ,Swipe Transaction,5.48834E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,10,29,13:20,$9.76 ,Swipe Transaction,5.46166E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,29,21:44,$29.95 ,Swipe Transaction,5.13204E+15,Monterey Park,CA,91754,7832,NULL,No
0,0,2002,10,30,6:05,$77.85 ,Swipe Transaction,4.97005E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,10,30,6:48,$35.92 ,Swipe Transaction,4.90554E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,10,31,6:11,$135.60 ,Swipe Transaction,6.93268E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,10,31,6:56,$37.63 ,Swipe Transaction,5.31522E+15,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,10,31,13:08,$96.00 ,Swipe Transaction,4.1266E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,31,13:09,($96.00),Swipe Transaction,5.68215E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,10,31,13:11,$61.08 ,Swipe Transaction,5.89634E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,11,1,10:59,$24.67 ,Swipe Transaction,4.78949E+15,La Verne,CA,91750,7230,NULL,No
0,0,2002,11,1,13:53,$46.10 ,Swipe Transaction,5.03526E+15,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,11,1,19:16,$16.76 ,Swipe Transaction,6.12562E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,11,1,20:25,$161.51 ,Swipe Transaction,4.06751E+15,Mira Loma,CA,91752,4814,NULL,No
0,0,2002,11,2,6:05,$132.90 ,Swipe Transaction,4.47415E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,11,2,6:15,$30.50 ,Swipe Transaction,3.14281E+14,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,11,2,19:59,$12.09 ,Swipe Transaction,5.44728E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,11,3,5:36,$150.08 ,Swipe Transaction,5.56643E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,11,3,6:05,$180.58 ,Swipe Transaction,4.37245E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,4,6:03,$55.61 ,Swipe Transaction,4.78329E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,11,4,13:20,$75.72 ,Swipe Transaction,4.80353E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,11,4,20:00,$77.41 ,Swipe Transaction,4.25028E+15,La Verne,CA,91750,5814,NULL,No
0,0,2002,11,5,5:41,$148.01 ,Swipe Transaction,5.61333E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,11,5,6:28,$106.72 ,Swipe Transaction,5.01728E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,11,5,16:43,$28.39 ,Online Transaction,4.00148E+15,ONLINE,NULL,NULL,4814,NULL,No
0,0,2002,11,7,6:08,$140.86 ,Swipe Transaction,4.07575E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,11,7,6:50,$116.86 ,Swipe Transaction,5.2182E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,11,8,6:18,$122.64 ,Swipe Transaction,5.11984E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,11,8,6:35,$42.01 ,Swipe Transaction,5.33598E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,9,6:19,$167.00 ,Swipe Transaction,5.57074E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,9,9:44,$168.53 ,Swipe Transaction,4.01422E+15,La Verne,CA,91750,4900,NULL,No
0,0,2002,11,9,21:09,$85.91 ,Swipe Transaction,4.27307E+15,Mira Loma,CA,91752,5812,NULL,No
0,0,2002,11,10,6:23,$152.14 ,Swipe Transaction,5.95687E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,11,10,6:32,$40.78 ,Swipe Transaction,5.8254E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,11,10,9:45,$107.50 ,Swipe Transaction,4.34197E+15,La Verne,CA,91750,4900,NULL,No
0,0,2002,11,10,12:39,$59.52 ,Swipe Transaction,5.50473E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,11,10,12:50,($91.00),Swipe Transaction,5.11856E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,11,10,12:57,$91.00 ,Swipe Transaction,4.66247E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,11,10,13:09,($98.00),Swipe Transaction,5.26967E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,11,10,13:12,$98.00 ,Swipe Transaction,3.39124E+14,La Verne,CA,91750,5499,NULL,No
0,0,2002,11,10,13:20,$52.40 ,Swipe Transaction,5.08977E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,11,11,6:10,$130.48 ,Swipe Transaction,5.07815E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,11,11,7:16,$126.32 ,Swipe Transaction,4.73139E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,11,13,20:06,$63.90 ,Swipe Transaction,5.20079E+15,La Verne,CA,91750,5812,NULL,No
0,0,2002,11,14,5:29,$151.49 ,Swipe Transaction,5.4615E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,14,6:25,$113.32 ,Swipe Transaction,4.06092E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,11,15,7:36,$39.18 ,Swipe Transaction,4.40383E+15,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,11,15,9:37,$66.98 ,Swipe Transaction,6.58024E+15,La Verne,CA,91750,7538,NULL,No
0,0,2002,11,15,14:05,$58.03 ,Swipe Transaction,5.27131E+15,Ontario,CA,91761,5211,NULL,No
0,0,2002,11,15,22:06,$186.41 ,Swipe Transaction,5.07516E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,11,16,6:28,$133.55 ,Swipe Transaction,5.93132E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,11,16,9:59,$59.74 ,Swipe Transaction,5.97372E+15,La Verne,CA,91750,7538,NULL,No
0,0,2002,11,17,6:14,$157.96 ,Swipe Transaction,5.69051E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,17,20:33,$95.40 ,Swipe Transaction,5.41681E+15,La Verne,CA,91750,5814,NULL,No
0,0,2002,11,18,6:24,$99.92 ,Swipe Transaction,5.99333E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,18,7:03,$127.33 ,Swipe Transaction,5.00931E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,11,19,5:58,$134.57 ,Swipe Transaction,5.89151E+15,La Verne,CA,91750,5300,NULL,No
0,0,2002,11,19,13:35,$52.94 ,Swipe Transaction,3.03388E+14,Monterey Park,CA,91754,5310,NULL,No
0,0,2002,11,19,19:42,$95.76 ,Swipe Transaction,4.83935E+15,La Verne,CA,91750,5812,NULL,No
0,0,2002,11,20,6:27,$83.17 ,Swipe Transaction,3.98744E+14,La Verne,CA,91750,5311,NULL,No
0,0,2002,11,20,7:48,$54.26 ,Swipe Transaction,4.88849E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,20,9:42,$61.02 ,Swipe Transaction,4.49889E+15,La Verne,CA,91750,7538,NULL,No
0,0,2002,11,22,6:07,$131.45 ,Swipe Transaction,4.86608E+15,La Verne,CA,91750,5411,NULL,No
0,0,2002,11,22,6:41,$115.91 ,Swipe Transaction,4.16805E+15,La Verne,CA,91750,5311,NULL,No
0,0,2002,11,22,9:31,$65.92 ,Swipe Transaction,3.98639E+14,La Verne,CA,91750,7538,NULL,No
0,0,2002,11,23,6:11,$38.99 ,Swipe Transaction,4.15543E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,23,6:16,$129.07 ,Swipe Transaction,5.36435E+15,Monterey Park,CA,91754,5411,NULL,No
0,0,2002,11,23,6:47,$37.23 ,Swipe Transaction,5.87937E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,23,11:18,$228.92 ,Swipe Transaction,5.27729E+15,La Verne,CA,91750,8011,NULL,No
0,0,2002,11,24,5:50,$141.77 ,Swipe Transaction,5.71971E+15,La Verne,CA,91750,5912,NULL,No
0,0,2002,11,24,20:56,$51.96 ,Swipe Transaction,5.93695E+15,La Verne,CA,91750,5814,NULL,No
0,0,2002,11,25,6:12,$143.06 ,Swipe Transaction,4.51591E+15,Mira Loma,CA,91752,5541,NULL,No
0,0,2002,11,25,6:43,$50.68 ,Swipe Transaction,4.09893E+15,Monterey Park,CA,91755,5942,NULL,No
0,0,2002,11,25,13:04,($99.00),Swipe Transaction,4.40554E+15,La Verne,CA,91750,5499,NULL,No
0,0,2002,11,25,13:27,$69.31 ,Swipe Transaction,4.98886E+15,La Verne,CA,91750,5499,NULL,No
